source,split,folder,filename,person_index,n_annotators,raw_categories_majority,emotion_classes,dropped_categories,bbox,label_status,reviewer_note
emotic,train,mscoco/images,COCO_train2014_000000447345.jpg,0,1,Engagement,,Engagement,176.0;31.0;375.0;364.0,reconstructed_approx,excluded_no_mapped_emotion_class
emotic,train,mscoco/images,COCO_train2014_000000537326.jpg,0,1,Engagement,,Engagement,350.0;46.0;534.0;444.0,reconstructed_approx,excluded_no_mapped_emotion_class
emotic,train,mscoco/images,COCO_train2014_000000537326.jpg,1,1,Engagement,,Engagement,138.0;38.0;327.0;465.0,reconstructed_approx,excluded_no_mapped_emotion_class
emotic,train,mscoco/images,COCO_val2014_000000204100.jpg,0,1,Engagement,,Engagement,245.0;34.0;387.0;194.0,reconstructed_approx,excluded_no_mapped_emotion_class
emotic,train,framesdb/images,frame_f0qns114nalb9qpd.jpg,1,1,Engagement,,Engagement,895.0;102.0;1001.0;202.0,reconstructed_approx,excluded_no_mapped_emotion_class
emotic,train,framesdb/images,frame_f0qns114nalb9qpd.jpg,3,1,Engagement,,Engagement,1016.0;605.0;1180.0;876.0,reconstructed_approx,excluded_no_mapped_emotion_class
emotic,train,framesdb/images,frame_36r2p77r6xdm8my7.jpg,0,1,Engagement,,Engagement,387.0;290.0;508.0;532.0,reconstructed_approx,excluded_no_mapped_emotion_class
emotic,train,mscoco/images,COCO_train2014_000000120782.jpg,0,1,Engagement,,Engagement,100.0;111.0;172.0;325.0,reconstructed_approx,excluded_no_mapped_emotion_class
emotic,train,framesdb/images,frame_hzgwq5xyxej5zrb7.jpg,0,1,Engagement,,Engagement,71.0;111.0;395.0;680.0,reconstructed_approx,excluded_no_mapped_emotion_class
emotic,train,framesdb/images,frame_4y5il9o89r03c602.jpg,0,1,Engagement,,Engagement,254.0;184.0;369.0;481.0,reconstructed_approx,excluded_no_mapped_emotion_class
emotic,train,framesdb/images,frame_0ey7hhncbtc2iafe.jpg,0,1,Engagement,,Engagement,278.0;30.0;404.0;327.0,reconstructed_approx,excluded_no_mapped_emotion_class
emotic,train,mscoco/images,COCO_val2014_000000558633.jpg,0,1,Engagement,,Engagement,320.0;197.0;547.0;376.0,reconstructed_approx,excluded_no_mapped_emotion_class
emotic,train,framesdb/images,frame_5aw4du6t7yi9tmwr.jpg,3,1,Engagement,,Engagement,2799.0;1194.0;3069.0;1568.0,reconstructed_approx,excluded_no_mapped_emotion_class
emotic,train,mscoco/images,COCO_train2014_000000014468.jpg,0,1,Engagement,,Engagement,159.0;61.0;293.0;420.0,reconstructed_approx,excluded_no_mapped_emotion_class
emotic,train,framesdb/images,frame_j5kz1ydwybbcg5hy.jpg,0,1,Engagement,,Engagement,735.0;85.0;1188.0;867.0,reconstructed_approx,excluded_no_mapped_emotion_class
emotic,train,framesdb/images,frame_gkn1ixglh9mk3pkk.jpg,1,1,Engagement,,Engagement,1079.0;822.0;1219.0;1131.0,reconstructed_approx,excluded_no_mapped_emotion_class
emotic,train,mscoco/images,COCO_train2014_000000254210.jpg,0,1,Engagement,,Engagement,32.0;139.0;299.0;423.0,reconstructed_approx,excluded_no_mapped_emotion_class
emotic,train,mscoco/images,COCO_train2014_000000060415.jpg,0,1,Engagement,,Engagement,181.0;132.0;352.0;408.0,reconstructed_approx,excluded_no_mapped_emotion_class
emotic,train,mscoco/images,COCO_train2014_000000208196.jpg,0,1,Engagement,,Engagement,37.0;242.0;261.0;471.0,reconstructed_approx,excluded_no_mapped_emotion_class
emotic,train,mscoco/images,COCO_train2014_000000490940.jpg,0,1,Engagement,,Engagement,402.0;129.0;531.0;420.0,reconstructed_approx,excluded_no_mapped_emotion_class
emotic,train,mscoco/images,COCO_train2014_000000061621.jpg,0,1,Engagement,,Engagement,28.0;171.0;135.0;425.0,reconstructed_approx,excluded_no_mapped_emotion_class
emotic,train,framesdb/images,frame_gqokt5w4ypbly9bi.jpg,2,1,Engagement,,Engagement,568.0;541.0;671.0;759.0,reconstructed_approx,excluded_no_mapped_emotion_class
emotic,train,mscoco/images,COCO_train2014_000000567124.jpg,0,1,Engagement,,Engagement,240.0;33.0;448.0;328.0,reconstructed_approx,excluded_no_mapped_emotion_class
emotic,train,framesdb/images,frame_dsc8i40pksqlslva.jpg,0,1,Engagement,,Engagement,124.0;33.0;259.0;310.0,reconstructed_approx,excluded_no_mapped_emotion_class
emotic,train,framesdb/images,frame_age9e6krau3d7krs.jpg,0,1,Engagement,,Engagement,309.0;183.0;583.0;405.0,reconstructed_approx,excluded_no_mapped_emotion_class
emotic,train,framesdb/images,frame_eq9fiq1bgkekvs2s.jpg,1,1,Engagement,,Engagement,241.0;75.0;301.0;205.0,reconstructed_approx,excluded_no_mapped_emotion_class
emotic,train,framesdb/images,frame_eq9fiq1bgkekvs2s.jpg,2,1,Engagement,,Engagement,308.0;88.0;352.0;206.0,reconstructed_approx,excluded_no_mapped_emotion_class
emotic,train,framesdb/images,frame_eq9fiq1bgkekvs2s.jpg,3,1,Engagement,,Engagement,34.0;20.0;125.0;215.0,reconstructed_approx,excluded_no_mapped_emotion_class
emotic,train,framesdb/images,frame_47olvkg2l7vlcjta.jpg,1,1,Engagement,,Engagement,543.0;97.0;851.0;682.0,reconstructed_approx,excluded_no_mapped_emotion_class
emotic,train,mscoco/images,COCO_train2014_000000414130.jpg,0,1,Engagement,,Engagement,38.0;102.0;197.0;267.0,reconstructed_approx,excluded_no_mapped_emotion_class
emotic,train,framesdb/images,frame_auukt8f72ua4e2qb.jpg,0,1,Engagement,,Engagement,119.0;572.0;181.0;699.0,reconstructed_approx,excluded_no_mapped_emotion_class
emotic,train,framesdb/images,frame_ehyhdf66dyue65kp.jpg,0,1,Engagement,,Engagement,63.0;222.0;115.0;308.0,reconstructed_approx,excluded_no_mapped_emotion_class
emotic,train,mscoco/images,COCO_train2014_000000023603.jpg,0,1,Engagement,,Engagement,311.0;89.0;515.0;321.0,reconstructed_approx,excluded_no_mapped_emotion_class
emotic,train,framesdb/images,frame_88x9tp4e3irgc9u6.jpg,1,1,Engagement,,Engagement,713.0;643.0;1035.0;1457.0,reconstructed_approx,excluded_no_mapped_emotion_class
emotic,train,framesdb/images,frame_ivs3m3esqwkebyh9.jpg,2,1,Engagement,,Engagement,322.0;278.0;394.0;438.0,reconstructed_approx,excluded_no_mapped_emotion_class
emotic,train,framesdb/images,frame_c4ha12q8l5y2oif6.jpg,0,1,Engagement,,Engagement,151.0;53.0;677.0;582.0,reconstructed_approx,excluded_no_mapped_emotion_class
emotic,train,framesdb/images,frame_2rdpo75rszwpyjyv.jpg,0,1,Engagement,,Engagement,1179.0;1239.0;1840.0;2368.0,reconstructed_approx,excluded_no_mapped_emotion_class
emotic,train,ade20k/images,sun_ahjtexbsocuhnnrm.jpg,2,1,Engagement,,Engagement,340.0;110.0;454.0;332.0,reconstructed_approx,excluded_no_mapped_emotion_class
emotic,train,framesdb/images,frame_41ozvjje0jdwgp0y.jpg,1,1,Engagement,,Engagement,1535.0;134.0;2566.0;1749.0,reconstructed_approx,excluded_no_mapped_emotion_class
emotic,train,mscoco/images,COCO_train2014_000000244171.jpg,0,1,Engagement,,Engagement,416.0;140.0;516.0;415.0,reconstructed_approx,excluded_no_mapped_emotion_class
emotic,train,framesdb/images,frame_e7apl7ppnmwx8g94.jpg,0,1,Engagement,,Engagement,506.0;140.0;661.0;352.0,reconstructed_approx,excluded_no_mapped_emotion_class
emotic,train,mscoco/images,COCO_train2014_000000316155.jpg,0,1,Engagement,,Engagement,330.0;95.0;481.0;403.0,reconstructed_approx,excluded_no_mapped_emotion_class
emotic,train,mscoco/images,COCO_train2014_000000491873.jpg,0,1,Engagement,,Engagement,219.0;24.0;343.0;226.0,reconstructed_approx,excluded_no_mapped_emotion_class
emotic,train,mscoco/images,COCO_val2014_000000199962.jpg,0,1,Engagement,,Engagement,136.0;119.0;346.0;417.0,reconstructed_approx,excluded_no_mapped_emotion_class
emotic,train,framesdb/images,frame_0u67p3nw8rybhgj7.jpg,1,1,Engagement,,Engagement,30.0;229.0;150.0;631.0,reconstructed_approx,excluded_no_mapped_emotion_class
emotic,train,framesdb/images,frame_0u67p3nw8rybhgj7.jpg,2,1,Engagement,,Engagement,682.0;229.0;766.0;540.0,reconstructed_approx,excluded_no_mapped_emotion_class
emotic,train,framesdb/images,frame_0u67p3nw8rybhgj7.jpg,3,1,Engagement,,Engagement,157.0;258.0;290.0;524.0,reconstructed_approx,excluded_no_mapped_emotion_class
emotic,train,framesdb/images,frame_0u67p3nw8rybhgj7.jpg,4,1,Engagement,,Engagement,560.0;223.0;626.0;490.0,reconstructed_approx,excluded_no_mapped_emotion_class
emotic,train,framesdb/images,frame_0u67p3nw8rybhgj7.jpg,5,1,Engagement,,Engagement,468.0;242.0;538.0;437.0,reconstructed_approx,excluded_no_mapped_emotion_class
emotic,train,mscoco/images,COCO_train2014_000000028824.jpg,0,1,Engagement,,Engagement,345.0;26.0;542.0;365.0,reconstructed_approx,excluded_no_mapped_emotion_class
emotic,train,mscoco/images,COCO_train2014_000000470541.jpg,0,1,Engagement,,Engagement,15.0;35.0;595.0;604.0,reconstructed_approx,excluded_no_mapped_emotion_class
emotic,train,framesdb/images,frame_4awm3h2mix9ndqyh.jpg,0,1,Engagement,,Engagement,257.0;127.0;296.0;181.0,reconstructed_approx,excluded_no_mapped_emotion_class
emotic,train,framesdb/images,frame_0j8moyuo4exzjqkm.jpg,0,1,Engagement,,Engagement,201.0;140.0;305.0;400.0,reconstructed_approx,excluded_no_mapped_emotion_class
emotic,train,framesdb/images,frame_0j8moyuo4exzjqkm.jpg,1,1,Engagement,,Engagement,429.0;128.0;557.0;399.0,reconstructed_approx,excluded_no_mapped_emotion_class
emotic,train,mscoco/images,COCO_val2014_000000159377.jpg,0,1,Engagement,,Engagement,105.0;163.0;231.0;555.0,reconstructed_approx,excluded_no_mapped_emotion_class
emotic,train,mscoco/images,COCO_val2014_000000159377.jpg,1,1,Engagement,,Engagement,303.0;129.0;474.0;585.0,reconstructed_approx,excluded_no_mapped_emotion_class
emotic,train,framesdb/images,frame_fp270av38qcxk29r.jpg,0,1,Engagement,,Engagement,267.0;136.0;862.0;492.0,reconstructed_approx,excluded_no_mapped_emotion_class
emotic,train,mscoco/images,COCO_train2014_000000237340.jpg,0,1,Engagement,,Engagement,394.0;106.0;491.0;412.0,reconstructed_approx,excluded_no_mapped_emotion_class
emotic,train,framesdb/images,frame_5qoqmgj0nsxgjwpq.jpg,0,1,Engagement,,Engagement,108.0;60.0;238.0;411.0,reconstructed_approx,excluded_no_mapped_emotion_class
emotic,train,framesdb/images,frame_gb3411dsm6z6r3db.jpg,0,1,Engagement,,Engagement,36.0;37.0;231.0;308.0,reconstructed_approx,excluded_no_mapped_emotion_class
emotic,train,framesdb/images,frame_gb3411dsm6z6r3db.jpg,1,1,Engagement,,Engagement,119.0;149.0;330.0;307.0,reconstructed_approx,excluded_no_mapped_emotion_class
emotic,train,framesdb/images,frame_g1ztuinljge7enbw.jpg,1,1,Engagement,,Engagement,180.0;44.0;449.0;427.0,reconstructed_approx,excluded_no_mapped_emotion_class
emotic,train,mscoco/images,COCO_train2014_000000119157.jpg,0,1,Engagement,,Engagement,304.0;11.0;455.0;398.0,reconstructed_approx,excluded_no_mapped_emotion_class
emotic,train,framesdb/images,frame_4y4hrynj12h6k9qf.jpg,0,1,Engagement,,Engagement,65.0;114.0;148.0;352.0,reconstructed_approx,excluded_no_mapped_emotion_class
emotic,train,framesdb/images,frame_4y4hrynj12h6k9qf.jpg,1,1,Engagement,,Engagement,404.0;140.0;487.0;341.0,reconstructed_approx,excluded_no_mapped_emotion_class
emotic,train,mscoco/images,COCO_train2014_000000037286.jpg,0,1,Engagement,,Engagement,277.0;123.0;406.0;452.0,reconstructed_approx,excluded_no_mapped_emotion_class
emotic,train,mscoco/images,COCO_train2014_000000037286.jpg,1,1,Engagement,,Engagement,62.0;150.0;157.0;418.0,reconstructed_approx,excluded_no_mapped_emotion_class
emotic,train,framesdb/images,frame_jfhpunqudxf62gy8.jpg,0,1,Engagement,,Engagement,740.0;109.0;905.0;528.0,reconstructed_approx,excluded_no_mapped_emotion_class
emotic,train,mscoco/images,COCO_train2014_000000175359.jpg,0,1,Engagement,,Engagement,287.0;80.0;400.0;472.0,reconstructed_approx,excluded_no_mapped_emotion_class
emotic,train,mscoco/images,COCO_train2014_000000280666.jpg,0,1,Engagement,,Engagement,410.0;114.0;631.0;390.0,reconstructed_approx,excluded_no_mapped_emotion_class
emotic,train,framesdb/images,frame_1h0b171695wbdtws.jpg,0,1,Engagement,,Engagement,12.0;31.0;91.0;251.0,reconstructed_approx,excluded_no_mapped_emotion_class
emotic,train,mscoco/images,COCO_train2014_000000155049.jpg,0,1,Engagement,,Engagement,254.0;56.0;371.0;284.0,reconstructed_approx,excluded_no_mapped_emotion_class
emotic,train,framesdb/images,frame_cgvg2yihmi7fixej.jpg,0,1,Engagement,,Engagement,182.0;46.0;462.0;418.0,reconstructed_approx,excluded_no_mapped_emotion_class
emotic,train,framesdb/images,frame_fqu9432fjcbg5v4y.jpg,0,1,Engagement,,Engagement,677.0;479.0;1160.0;1133.0,reconstructed_approx,excluded_no_mapped_emotion_class
emotic,train,mscoco/images,COCO_train2014_000000281790.jpg,0,1,Engagement,,Engagement,319.0;92.0;457.0;323.0,reconstructed_approx,excluded_no_mapped_emotion_class
emotic,train,mscoco/images,COCO_train2014_000000506641.jpg,0,1,Engagement,,Engagement,205.0;50.0;495.0;473.0,reconstructed_approx,excluded_no_mapped_emotion_class
emotic,train,mscoco/images,COCO_train2014_000000125452.jpg,0,1,Engagement,,Engagement,153.0;35.0;338.0;362.0,reconstructed_approx,excluded_no_mapped_emotion_class
emotic,train,framesdb/images,frame_een41iiu1gro1c4p.jpg,0,1,Engagement,,Engagement,771.0;214.0;939.0;617.0,reconstructed_approx,excluded_no_mapped_emotion_class
emotic,train,framesdb/images,frame_1ymszthqujxrg7w6.jpg,0,1,Engagement,,Engagement,281.0;240.0;356.0;313.0,reconstructed_approx,excluded_no_mapped_emotion_class
emotic,train,framesdb/images,frame_gzj5ue0j7i4oq7ni.jpg,1,1,Engagement,,Engagement,256.0;10.0;541.0;452.0,reconstructed_approx,excluded_no_mapped_emotion_class
emotic,train,mscoco/images,COCO_train2014_000000115505.jpg,0,1,Engagement,,Engagement,30.0;169.0;198.0;474.0,reconstructed_approx,excluded_no_mapped_emotion_class
emotic,train,mscoco/images,COCO_train2014_000000059367.jpg,0,1,Engagement,,Engagement,88.0;185.0;282.0;422.0,reconstructed_approx,excluded_no_mapped_emotion_class
emotic,train,mscoco/images,COCO_train2014_000000087272.jpg,1,1,Engagement,,Engagement,210.0;94.0;358.0;284.0,reconstructed_approx,excluded_no_mapped_emotion_class
emotic,train,mscoco/images,COCO_train2014_000000159972.jpg,0,1,Engagement,,Engagement,202.0;50.0;328.0;349.0,reconstructed_approx,excluded_no_mapped_emotion_class
emotic,train,framesdb/images,frame_48nind0o2oqm2g81.jpg,0,1,Engagement,,Engagement,306.0;229.0;417.0;309.0,reconstructed_approx,excluded_no_mapped_emotion_class
emotic,train,framesdb/images,frame_8seodmf86mpqmxmg.jpg,0,1,Engagement,,Engagement,6.0;8.0;231.0;307.0,reconstructed_approx,excluded_no_mapped_emotion_class
emotic,train,framesdb/images,frame_8ig1qj98bf77uf3g.jpg,0,1,Engagement,,Engagement,433.0;113.0;610.0;427.0,reconstructed_approx,excluded_no_mapped_emotion_class
emotic,train,framesdb/images,frame_8ig1qj98bf77uf3g.jpg,1,1,Engagement,,Engagement,191.0;8.0;318.0;310.0,reconstructed_approx,excluded_no_mapped_emotion_class
emotic,train,framesdb/images,frame_8ig1qj98bf77uf3g.jpg,3,1,Engagement,,Engagement,44.0;31.0;144.0;217.0,reconstructed_approx,excluded_no_mapped_emotion_class
emotic,train,framesdb/images,frame_400yibbdh9ervegn.jpg,0,1,Engagement,,Engagement,338.0;119.0;450.0;359.0,reconstructed_approx,excluded_no_mapped_emotion_class
emotic,train,framesdb/images,frame_4hld030cc926xkig.jpg,0,1,Engagement,,Engagement,533.0;1386.0;673.0;1565.0,reconstructed_approx,excluded_no_mapped_emotion_class
emotic,train,mscoco/images,COCO_train2014_000000384907.jpg,0,1,Engagement,,Engagement,266.0;117.0;390.0;484.0,reconstructed_approx,excluded_no_mapped_emotion_class
emotic,train,mscoco/images,COCO_train2014_000000427291.jpg,0,1,Engagement,,Engagement,187.0;159.0;449.0;368.0,reconstructed_approx,excluded_no_mapped_emotion_class
emotic,train,framesdb/images,frame_felq961xok3bvbye.jpg,0,1,Engagement,,Engagement,370.0;112.0;716.0;1222.0,reconstructed_approx,excluded_no_mapped_emotion_class
emotic,train,mscoco/images,COCO_val2014_000000235000.jpg,0,1,Engagement,,Engagement,274.0;122.0;372.0;368.0,reconstructed_approx,excluded_no_mapped_emotion_class
emotic,train,mscoco/images,COCO_train2014_000000023450.jpg,0,1,Engagement,,Engagement,321.0;37.0;501.0;328.0,reconstructed_approx,excluded_no_mapped_emotion_class
emotic,train,mscoco/images,COCO_train2014_000000280454.jpg,0,1,Engagement,,Engagement,159.0;102.0;477.0;381.0,reconstructed_approx,excluded_no_mapped_emotion_class
emotic,train,mscoco/images,COCO_train2014_000000009895.jpg,0,1,Surprise,,Surprise,439.0;153.0;541.0;433.0,reconstructed_approx,excluded_no_mapped_emotion_class
emotic,train,framesdb/images,frame_ek3z782napxuuk3x.jpg,0,1,Engagement,,Engagement,260.0;14.0;412.0;514.0,reconstructed_approx,excluded_no_mapped_emotion_class
emotic,train,framesdb/images,frame_ek3z782napxuuk3x.jpg,1,1,Engagement,,Engagement,611.0;96.0;750.0;334.0,reconstructed_approx,excluded_no_mapped_emotion_class
emotic,train,mscoco/images,COCO_train2014_000000172874.jpg,0,1,Engagement,,Engagement,146.0;101.0;239.0;382.0,reconstructed_approx,excluded_no_mapped_emotion_class
emotic,train,framesdb/images,frame_aomd6nyukjvwdiec.jpg,1,1,Engagement,,Engagement,3189.0;423.0;3647.0;1611.0,reconstructed_approx,excluded_no_mapped_emotion_class
emotic,train,framesdb/images,frame_kkqj5u4vd9wpg8hq.jpg,0,1,Engagement,,Engagement,788.0;230.0;851.0;393.0,reconstructed_approx,excluded_no_mapped_emotion_class
emotic,train,framesdb/images,frame_7opyjrruu3c234c6.jpg,5,1,Engagement,,Engagement,722.0;253.0;865.0;408.0,reconstructed_approx,excluded_no_mapped_emotion_class
emotic,train,framesdb/images,frame_44i2it9puk931ivp.jpg,0,1,Engagement,,Engagement,381.0;79.0;542.0;241.0,reconstructed_approx,excluded_no_mapped_emotion_class
emotic,train,framesdb/images,frame_44i2it9puk931ivp.jpg,1,1,Engagement,,Engagement,19.0;56.0;305.0;357.0,reconstructed_approx,excluded_no_mapped_emotion_class
emotic,train,mscoco/images,COCO_train2014_000000242457.jpg,0,1,Engagement,,Engagement,232.0;30.0;360.0;246.0,reconstructed_approx,excluded_no_mapped_emotion_class
emotic,train,mscoco/images,COCO_train2014_000000500954.jpg,0,1,Engagement,,Engagement,434.0;72.0;612.0;369.0,reconstructed_approx,excluded_no_mapped_emotion_class
emotic,train,mscoco/images,COCO_train2014_000000511357.jpg,1,1,Engagement,,Engagement,52.0;83.0;160.0;216.0,reconstructed_approx,excluded_no_mapped_emotion_class
emotic,train,framesdb/images,frame_cr2dynpkp7n26vb7.jpg,2,1,Engagement,,Engagement,28.0;17.0;142.0;376.0,reconstructed_approx,excluded_no_mapped_emotion_class
emotic,train,mscoco/images,COCO_train2014_000000061780.jpg,0,1,Engagement,,Engagement,298.0;19.0;458.0;205.0,reconstructed_approx,excluded_no_mapped_emotion_class
emotic,train,mscoco/images,COCO_train2014_000000190732.jpg,0,1,Engagement,,Engagement,71.0;28.0;359.0;332.0,reconstructed_approx,excluded_no_mapped_emotion_class
emotic,train,mscoco/images,COCO_train2014_000000466054.jpg,0,1,Engagement,,Engagement,75.0;322.0;189.0;613.0,reconstructed_approx,excluded_no_mapped_emotion_class
emotic,train,framesdb/images,frame_1yvm7j8st8suls8j.jpg,0,1,Engagement,,Engagement,488.0;553.0;688.0;861.0,reconstructed_approx,excluded_no_mapped_emotion_class
emotic,train,framesdb/images,frame_1yvm7j8st8suls8j.jpg,1,1,Engagement,,Engagement,305.0;517.0;466.0;876.0,reconstructed_approx,excluded_no_mapped_emotion_class
emotic,train,framesdb/images,frame_jvxzv07vu7ad4gzl.jpg,0,1,Engagement,,Engagement,341.0;106.0;422.0;303.0,reconstructed_approx,excluded_no_mapped_emotion_class
emotic,train,mscoco/images,COCO_val2014_000000115930.jpg,0,1,Engagement,,Engagement,274.0;102.0;377.0;360.0,reconstructed_approx,excluded_no_mapped_emotion_class
emotic,train,framesdb/images,frame_8yy3uy3ctona3i16.jpg,1,1,Engagement,,Engagement,517.0;450.0;643.0;550.0,reconstructed_approx,excluded_no_mapped_emotion_class
emotic,train,mscoco/images,COCO_train2014_000000216899.jpg,0,1,Engagement,,Engagement,216.0;79.0;502.0;405.0,reconstructed_approx,excluded_no_mapped_emotion_class
emotic,train,framesdb/images,frame_gx9rlowaorn6uvq7.jpg,0,1,Engagement,,Engagement,98.0;5.0;433.0;893.0,reconstructed_approx,excluded_no_mapped_emotion_class
emotic,train,framesdb/images,frame_12jqoanxgfuumr4b.jpg,0,1,Engagement,,Engagement,1948.0;410.0;2132.0;942.0,reconstructed_approx,excluded_no_mapped_emotion_class
emotic,train,framesdb/images,frame_12jqoanxgfuumr4b.jpg,2,1,Engagement,,Engagement,2020.0;42.0;2661.0;1174.0,reconstructed_approx,excluded_no_mapped_emotion_class
emotic,train,framesdb/images,frame_12jqoanxgfuumr4b.jpg,4,1,Engagement,,Engagement,974.0;792.0;1141.0;984.0,reconstructed_approx,excluded_no_mapped_emotion_class
emotic,train,mscoco/images,COCO_train2014_000000404194.jpg,0,1,Engagement,,Engagement,128.0;186.0;320.0;467.0,reconstructed_approx,excluded_no_mapped_emotion_class
emotic,train,framesdb/images,frame_ivfv1x55yo7e35rb.jpg,0,1,Engagement,,Engagement,565.0;44.0;786.0;599.0,reconstructed_approx,excluded_no_mapped_emotion_class
emotic,train,mscoco/images,COCO_train2014_000000483156.jpg,0,1,Engagement,,Engagement,186.0;148.0;310.0;417.0,reconstructed_approx,excluded_no_mapped_emotion_class
emotic,train,framesdb/images,frame_jdnvt9vg9b05ntie.jpg,1,1,Engagement,,Engagement,895.0;340.0;1250.0;815.0,reconstructed_approx,excluded_no_mapped_emotion_class
emotic,train,mscoco/images,COCO_train2014_000000481920.jpg,0,1,Engagement,,Engagement,62.0;160.0;181.0;367.0,reconstructed_approx,excluded_no_mapped_emotion_class
emotic,train,framesdb/images,frame_8211ju0h6jdgv4u1.jpg,0,1,Engagement,,Engagement,125.0;6.0;352.0;247.0,reconstructed_approx,excluded_no_mapped_emotion_class
emotic,train,mscoco/images,COCO_train2014_000000397772.jpg,0,1,Engagement,,Engagement,244.0;89.0;351.0;297.0,reconstructed_approx,excluded_no_mapped_emotion_class
emotic,train,framesdb/images,frame_7ijs2w0q2mmojydz.jpg,0,1,Surprise,,Surprise,839.0;151.0;938.0;306.0,reconstructed_approx,excluded_no_mapped_emotion_class
emotic,train,framesdb/images,frame_60srdql63t3qf0xu.jpg,1,1,Engagement,,Engagement,581.0;97.0;1232.0;801.0,reconstructed_approx,excluded_no_mapped_emotion_class
emotic,train,framesdb/images,frame_0wchl1mw3wd3jd9g.jpg,0,1,Engagement,,Engagement,1848.0;1369.0;2212.0;1827.0,reconstructed_approx,excluded_no_mapped_emotion_class
emotic,train,framesdb/images,frame_aerd8ow0jtfwnt0x.jpg,0,1,Engagement,,Engagement,177.0;269.0;416.0;672.0,reconstructed_approx,excluded_no_mapped_emotion_class
emotic,train,framesdb/images,frame_1eut62yc8xvl8j7k.jpg,0,1,Engagement,,Engagement,717.0;113.0;1243.0;846.0,reconstructed_approx,excluded_no_mapped_emotion_class
emotic,train,framesdb/images,frame_hp0ujlxfatijvu4t.jpg,0,1,Engagement,,Engagement,125.0;44.0;369.0;427.0,reconstructed_approx,excluded_no_mapped_emotion_class
emotic,train,mscoco/images,COCO_train2014_000000070600.jpg,0,1,Engagement,,Engagement,246.0;118.0;360.0;358.0,reconstructed_approx,excluded_no_mapped_emotion_class
emotic,train,framesdb/images,frame_3bz61884f9m2i1zm.jpg,0,1,Engagement,,Engagement,359.0;55.0;525.0;335.0,reconstructed_approx,excluded_no_mapped_emotion_class
emotic,train,framesdb/images,frame_187g858p6ku5cdwy.jpg,0,1,Engagement,,Engagement,52.0;1714.0;636.0;2419.0,reconstructed_approx,excluded_no_mapped_emotion_class
emotic,train,mscoco/images,COCO_train2014_000000347524.jpg,0,1,Engagement,,Engagement,108.0;121.0;184.0;315.0,reconstructed_approx,excluded_no_mapped_emotion_class
emotic,train,mscoco/images,COCO_train2014_000000481355.jpg,0,1,Engagement,,Engagement,394.0;89.0;589.0;398.0,reconstructed_approx,excluded_no_mapped_emotion_class
emotic,train,mscoco/images,COCO_train2014_000000483833.jpg,1,1,Engagement,,Engagement,265.0;41.0;400.0;238.0,reconstructed_approx,excluded_no_mapped_emotion_class
emotic,train,framesdb/images,frame_gaw0e1eouzzxkclu.jpg,0,1,Engagement,,Engagement,766.0;425.0;1039.0;824.0,reconstructed_approx,excluded_no_mapped_emotion_class
emotic,train,mscoco/images,COCO_train2014_000000581789.jpg,1,1,Engagement,,Engagement,39.0;95.0;326.0;404.0,reconstructed_approx,excluded_no_mapped_emotion_class
emotic,train,framesdb/images,frame_gtajerhvmg01fjro.jpg,0,1,Engagement,,Engagement,1.0;318.0;289.0;1374.0,reconstructed_approx,excluded_no_mapped_emotion_class
emotic,train,mscoco/images,COCO_train2014_000000446827.jpg,0,1,Engagement,,Engagement,340.0;52.0;457.0;215.0,reconstructed_approx,excluded_no_mapped_emotion_class
emotic,train,framesdb/images,frame_g08t19t3fhx98qv8.jpg,0,1,Engagement,,Engagement,194.0;6.0;542.0;355.0,reconstructed_approx,excluded_no_mapped_emotion_class
emotic,train,mscoco/images,COCO_val2014_000000570709.jpg,0,1,Engagement,,Engagement,75.0;171.0;177.0;471.0,reconstructed_approx,excluded_no_mapped_emotion_class
emotic,train,framesdb/images,frame_im02ntoio4lcoudm.jpg,0,1,Engagement,,Engagement,951.0;116.0;1105.0;442.0,reconstructed_approx,excluded_no_mapped_emotion_class
emotic,train,mscoco/images,COCO_train2014_000000274839.jpg,1,1,Engagement,,Engagement,184.0;126.0;388.0;380.0,reconstructed_approx,excluded_no_mapped_emotion_class
emotic,train,mscoco/images,COCO_train2014_000000466196.jpg,0,1,Engagement,,Engagement,182.0;5.0;420.0;325.0,reconstructed_approx,excluded_no_mapped_emotion_class
emotic,train,framesdb/images,frame_i16hfxoqcn67g8m5.jpg,0,1,Engagement,,Engagement,140.0;139.0;485.0;336.0,reconstructed_approx,excluded_no_mapped_emotion_class
emotic,train,mscoco/images,COCO_train2014_000000205756.jpg,0,1,Engagement,,Engagement,126.0;112.0;337.0;387.0,reconstructed_approx,excluded_no_mapped_emotion_class
emotic,train,framesdb/images,frame_i69d01pg3ymt3qwj.jpg,0,1,Engagement,,Engagement,24.0;193.0;367.0;657.0,reconstructed_approx,excluded_no_mapped_emotion_class
emotic,train,mscoco/images,COCO_train2014_000000074127.jpg,0,1,Engagement,,Engagement,209.0;83.0;348.0;478.0,reconstructed_approx,excluded_no_mapped_emotion_class
emotic,train,framesdb/images,frame_dstunb47ncykd4ia.jpg,0,1,Engagement,,Engagement,341.0;112.0;602.0;464.0,reconstructed_approx,excluded_no_mapped_emotion_class
emotic,train,framesdb/images,frame_dstunb47ncykd4ia.jpg,1,1,Engagement,,Engagement,162.0;108.0;267.0;250.0,reconstructed_approx,excluded_no_mapped_emotion_class
